Venue,Date,Time,Race Name,Draw,Form,Last Form,Horse,Jockey,Trainer,Date Last Run,Age,Weight,Beaten Favourite,Course Winner,Distance Winner,Course & Distance Winner,OR,RDB Rating,Race Distance,Runner Count,Class,Going,RPR,Class Change,Weight Diff,WFF Rank,RDB Rank,Handi/Non Handi,Flat/Jump,Surface Type,Top Speed
Doncaster,20230707,14:20,Luke Normanton Takepayments Handicap (Rnd) (Class 5),11,521323,3,Hostelry,Alex Jary,Mrs R Carr,7,6,9.2,N,N,Y,N,56,259,7f 213y,13,5, Good,77,0,3,5,3.0,Y,Flat,Turf,63
Doncaster,20230707,14:20,Luke Normanton Takepayments Handicap (Rnd) (Class 5),3,750-118,8,Premiership,Non Runner,Miss Tracy Waggott,38,4,8.13,Y,N,Y,N,53,174,7f 213y,13,5, Good,0,1,-2,6,7.0,Y,Flat,Turf,-
Doncaster,20230707,14:20,Luke Normanton Takepayments Handicap (Rnd) (Class 5),13,7-25664,4,Butterfly Effect,Harry Davies,George Scott,28,3,9.0,N,N,N,N,63,133,7f 213y,13,5, Good,73,0,-4,7,12.0,Y,Flat,Turf,48
Doncaster,20230707,14:20,Luke Normanton Takepayments Handicap (Rnd) (Class 5),2,218-966,6,Willard Creek,Lewis Edmunds,T D Barron,22,5,10.0,N,N,Y,N,68,142,7f 213y,13,5, Good,75,0,3,8,11.0,Y,Flat,Turf,55
Doncaster,20230707,14:20,Luke Normanton Takepayments Handicap (Rnd) (Class 5),1,49-3053,3,Fariba,Daniel Muscutt,K P De Foy,9,3,9.5,N,N,Y,N,68,218,7f 213y,13,5, Good,78,0,-4,9,4.0,Y,Flat,Turf,37
Doncaster,20230707,14:20,Luke Normanton Takepayments Handicap (Rnd) (Class 5),12,28-6732,2,Cloch Nua,P J McDonald,Mrs Stella Barclay,18,4,9.11,N,N,Y,N,65,277,7f 213y,13,5, Good,73,0,6,10,1.0,Y,Flat,Turf,41
Doncaster,20230707,14:20,Luke Normanton Takepayments Handicap (Rnd) (Class 5),5,123587,7,Eleven Eleven,Connor Planas,Jessica Macey,16,5,9.7,N,N,Y,N,61,125,7f 213y,13,5, Good,75,1,2,11,13.0,Y,Flat,Turf,48
Doncaster,20230707,14:20,Luke Normanton Takepayments Handicap (Rnd) (Class 5),8,5134-38,8,Simulation Theory,Zak Wheatley,D Carroll,52,5,9.1,Y,N,Y,N,64,159,7f 213y,13,5, Good,72,0,10,12,10.0,Y,Flat,Turf,53
Doncaster,20230707,14:20,Luke Normanton Takepayments Handicap (Rnd) (Class 5),6,6553-71,1,Elzaam Blue,Saffie Osborne,J A Osborne,142,5,10.4,N,N,Y,N,72,178,7f 213y,13,5, Good,76,0,15,13,5.0,Y,Flat,Turf,58
Sandown,20230707,14:30,Dragon Stakes (Listed) (Class 1),2,1,1,Born To Rock,W Buick,Jane Chapple-Hyam,44,2,8.13,N,N,Y,N,-,168,5f 10y,7,1, Good To Soft,106,1,-1,1,7.0,N,Flat,Turf,86
Sandown,20230707,14:30,Dragon Stakes (Listed) (Class 1),1,117,7,Hala Emaraaty,K T O'Neill,Alice Haynes,16,2,9.4,N,N,Y,N,89,221,5f 10y,7,1, Good To Soft,95,0,-1,2,4.0,N,Flat,Turf,91
Sandown,20230707,14:30,Dragon Stakes (Listed) (Class 1),3,321,1,Kylian,R L Moore,K R Burke,16,2,9.4,N,N,Y,N,90,316,5f 10y,7,1, Good To Soft,99,2,-3,3,1.0,N,Flat,Turf,83
Sandown,20230707,14:30,Dragon Stakes (Listed) (Class 1),4,31,1,Nazalan,Tom Marquand,S P C Woods,21,2,9.4,N,N,N,Y,-,290,5f 10y,7,1, Good To Soft,92,3,-3,4,2.0,N,Flat,Turf,66
Sandown,20230707,14:30,Dragon Stakes (Listed) (Class 1),6,5714,4,Queues Likely,S M Levey,J S Moore,6,2,8.13,N,N,Y,N,70,226,5f 10y,7,1, Good To Soft,86,4,-5,5,3.0,N,Flat,Turf,75
Sandown,20230707,14:30,Dragon Stakes (Listed) (Class 1),5,210,0,Sergeant Wilko,Hollie Doyle,K A Ryan,16,2,9.4,N,N,Y,N,85,221,5f 10y,7,1, Good To Soft,98,0,-1,6,5.0,N,Flat,Turf,83
Sandown,20230707,14:30,Dragon Stakes (Listed) (Class 1),7,3130,0,Hackman,James Doyle,H Palmer,16,2,9.4,N,N,Y,N,85,176,5f 10y,7,1, Good To Soft,94,0,-1,7,6.0,N,Flat,Turf,82
Newton,20230707,14:40,NewtonAbbotRace On Twitter Novices' Limited Handicap Chase (GBB Race) (Class 3),-,2P-P214,4,Magistrato,Chris Ward,Deborah Cole,21,5,11.2,N,N,Y,N,111,236,2m 75y,3,3, Good,130,0,-5,1,3.0,Y,Jump,Turf,115
Newton,20230707,14:40,NewtonAbbotRace On Twitter Novices' Limited Handicap Chase (GBB Race) (Class 3),-,1115/31,1,Guinness Affair,G Sheehan,Jamie Snowden,12,7,11.6,N,N,Y,N,108,275,2m 75y,3,3, Good,131,1,-6,2,2.0,Y,Jump,Turf,113
Newton,20230707,14:40,NewtonAbbotRace On Twitter Novices' Limited Handicap Chase (GBB Race) (Class 3),-,352P-21,1,Stepney Causeway,Bradley Harris,M F Harris,9,6,12.2,N,N,Y,N,118,310,2m 75y,3,3, Good,128,1,10,3,1.0,Y,Jump,Turf,109
Doncaster,20230707,14:55,Claire McCarthy Takepayments Fillies' Handicap (Class 4),5,213-012,2,Sparkling Red,Connor Beasley,M Dods,23,3,9.6,N,N,Y,N,82,305,5f 3y,8,4, Good,94,0,-2,1,1.0,Y,Flat,Turf,76
Doncaster,20230707,14:55,Claire McCarthy Takepayments Fillies' Handicap (Class 4),4,5221-27,7,Pure Angel,P J McDonald,James Horton,20,3,9.9,N,N,Y,N,85,190,5f 3y,8,4, Good,95,-2,10,2,5.0,Y,Flat,Turf,88
Doncaster,20230707,14:55,Claire McCarthy Takepayments Fillies' Handicap (Class 4),6,101-381,1,Riversway,Cieren Fallon,Miss J A Camacho,22,4,9.7,N,N,Y,Y,78,230,5f 3y,8,4, Good,93,0,2,3,4.0,Y,Flat,Turf,71
Doncaster,20230707,14:55,Claire McCarthy Takepayments Fillies' Handicap (Class 4),3,650273,3,May Blossom,Jason Watson,D O'Meara,13,4,9.4,N,N,Y,N,75,188,5f 3y,8,4, Good,92,0,2,4,6.0,Y,Flat,Turf,82
Doncaster,20230707,14:55,Claire McCarthy Takepayments Fillies' Handicap (Class 4),8,3-122,2,Holy Fire,Harry Davies,C Fellowes,23,3,9.4,N,N,N,N,80,246,5f 3y,8,4, Good,93,0,1,5,3.0,Y,Flat,Turf,-
Doncaster,20230707,14:55,Claire McCarthy Takepayments Fillies' Handicap (Class 4),1,914-404,4,Jeans Maite,Lewis Edmunds,S R Bowring,28,7,8.11,N,N,Y,N,68,124,5f 3y,8,4, Good,91,1,-15,6,8.0,Y,Flat,Turf,82
Doncaster,20230707,14:55,Claire McCarthy Takepayments Fillies' Handicap (Class 4),2,2224-10,0,The Big Board,Alec Voikhansky,R Hannon,14,3,9.11,N,N,N,N,87,173,5f 3y,8,4, Good,92,-2,14,7,7.0,Y,Flat,Turf,49
Doncaster,20230707,14:55,Claire McCarthy Takepayments Fillies' Handicap (Class 4),7,78-0351,1,Lotus Rose,Jonny Peate,R Fell & S Murray,17,4,9.2,N,N,Y,N,73,263,5f 3y,8,4, Good,92,1,-7,8,2.0,Y,Flat,Turf,81
Sandown,20230707,15:05,Coral Marathon (Listed) (Registered As The Esher Stakes) (Class 1),4,2231-46,6,Yibir,W Buick,C Appleby,15,5,9.2,N,Y,N,N,116,162,2m 50y,6,1, Good,127,0,-2,1,6.0,N,Flat,Turf,91
Sandown,20230707,15:05,Coral Marathon (Listed) (Registered As The Esher Stakes) (Class 1),6,3/10-653,3,Sleeping Lion,R L Moore,H & R Charlton,43,8,9.2,N,N,Y,N,97,185,2m 50y,6,1, Good,116,0,-2,2,3.0,N,Flat,Turf,62
Sandown,20230707,15:05,Coral Marathon (Listed) (Registered As The Esher Stakes) (Class 1),5,2-5,5,Estacas,Billy Loughnane,D G Bridgwater,13,6,9.2,N,N,Y,N,-,259,2m 50y,6,1, Good,111,1,-2,3,1.0,N,Flat,Turf,74
Sandown,20230707,15:05,Coral Marathon (Listed) (Registered As The Esher Stakes) (Class 1),2,41/67-10,0,Aaddeey,Hollie Doyle,A Watson,17,6,9.2,N,N,N,N,102,168,2m 50y,6,1, Good,121,1,-8,4,5.0,N,Flat,Turf,75
Sandown,20230707,15:05,Coral Marathon (Listed) (Registered As The Esher Stakes) (Class 1),1,004-730,0,Raymond Tusk,James Doyle,A King,17,8,9.2,N,N,Y,N,100,170,2m 50y,6,1, Good,118,1,-6,5,4.0,N,Flat,Turf,88
Sandown,20230707,15:05,Coral Marathon (Listed) (Registered As The Esher Stakes) (Class 1),3,112223/,/,Ocean Wind,Jim Crowley,R A Teal,771,7,9.2,Y,N,Y,N,107,246,2m 50y,6,1, Good,0,0,0,6,2.0,N,Flat,Turf,-
Newton,20230707,15:15,Mary Hooper Retiring After 50 Years Maiden Hurdle (GBB Race) (Class 4),-,585U-98,8,Just Hannah,Ciaran Gethings,A Ralph,34,6,10.11,N,N,N,N,101,37,2m 5f 122y,10,4, Good,103,0,-6,1,10.0,N,Jump,Turf,60
Newton,20230707,15:15,Mary Hooper Retiring After 50 Years Maiden Hurdle (GBB Race) (Class 4),-,U875D-2,2,Sandalwood,H Cobden,P F Nicholls,54,6,11.4,N,N,N,N,96,192,2m 5f 122y,10,4, Good,108,1,-7,2,1.0,N,Jump,Turf,85
Newton,20230707,15:15,Mary Hooper Retiring After 50 Years Maiden Hurdle (GBB Race) (Class 4),-,334P-46,6,Clapton Hill,Lorcan Williams,B Pauling,21,5,11.4,N,N,N,N,97,156,2m 5f 122y,10,4, Good,106,0,3,3,5.0,N,Jump,Turf,66
Newton,20230707,15:15,Mary Hooper Retiring After 50 Years Maiden Hurdle (GBB Race) (Class 4),-,PP,P,Musical Mistress,James Best,L Hurley,10,6,10.11,N,N,N,N,-,60,2m 5f 122y,10,4, Good,0,-1,9,4,9.0,N,Jump,Turf,-
Newton,20230707,15:15,Mary Hooper Retiring After 50 Years Maiden Hurdle (GBB Race) (Class 4),-,196/3,3,Presenting Nelly,Bridget Andrews,D Skelton,25,6,10.11,N,N,N,N,-,132,2m 5f 122y,10,4, Good,106,0,0,5,8.0,N,Jump,Turf,58
Newton,20230707,15:15,Mary Hooper Retiring After 50 Years Maiden Hurdle (GBB Race) (Class 4),-,P-3P474,4,Supreme Johnson,Lucy Gardner,Mrs S Gardner,10,6,11.4,N,N,N,N,-,134,2m 5f 122y,10,4, Good,99,-1,2,6,7.0,N,Jump,Turf,31
Newton,20230707,15:15,Mary Hooper Retiring After 50 Years Maiden Hurdle (GBB Race) (Class 4),-,F4P24-4,4,Oval Street,Theo Gillard,Mark Gillard,59,7,11.4,N,N,N,N,-,154,2m 5f 122y,10,4, Good,0,1,-3,7,6.0,N,Jump,Turf,-
Newton,20230707,15:15,Mary Hooper Retiring After 50 Years Maiden Hurdle (GBB Race) (Class 4),-,98/3-RU1,1,My Keepsake,David Noonan,Miss G Haywood,47,7,10.11,N,N,N,N,74,185,2m 5f 122y,10,4, Good,0,0,-8,8,2.0,N,Jump,Turf,-
Newton,20230707,15:15,Mary Hooper Retiring After 50 Years Maiden Hurdle (GBB Race) (Class 4),-,222/4-42,2,Summerleaze,Sean Houlihan,T Dennis,39,6,10.11,N,N,N,N,-,182,2m 5f 122y,10,4, Good,0,0,-8,9,3.0,N,Jump,Turf,-
Newton,20230707,15:15,Mary Hooper Retiring After 50 Years Maiden Hurdle (GBB Race) (Class 4),-,223,3,Chosen Bae,Finn Lambert,R Potter,47,4,10.6,N,N,N,N,-,175,2m 5f 122y,10,4, Good,0,0,-12,10,4.0,N,Jump,Turf,-
Doncaster,20230707,15:30,Jamie Downey Takepayments Novice Stakes (GBB Race) (Class 2),1,5-322,2,Ibrahimovic,Daniel Muscutt,M L W Bell,13,3,9.4,N,N,N,N,84,263,1m 3f 197y,6,2, Good,84,0,6,1,1.0,N,Flat,Turf,55
Doncaster,20230707,15:30,Jamie Downey Takepayments Novice Stakes (GBB Race) (Class 2),4,22-2,2,Sweet William,R Havlin,J & T Gosden,92,4,10.2,N,N,N,N,85,216,1m 3f 197y,6,2, Good,88,3,0,2,3.0,N,Flat,Turf,49
Doncaster,20230707,15:30,Jamie Downey Takepayments Novice Stakes (GBB Race) (Class 2),5,322,2,King Of The Plains,Cieren Fallon,Charlie Johnston,28,3,9.4,Y,N,N,N,84,246,1m 3f 197y,6,2, Good,85,1,3,3,2.0,N,Flat,Turf,57
Doncaster,20230707,15:30,Jamie Downey Takepayments Novice Stakes (GBB Race) (Class 2),2,53,3,Mordor,Rossa Ryan,D M Simcock,16,3,9.4,N,N,N,N,-,158,1m 3f 197y,6,2, Good,73,3,0,4,4.0,N,Flat,Turf,21
Doncaster,20230707,15:30,Jamie Downey Takepayments Novice Stakes (GBB Race) (Class 2),6,53,3,Tajanis,Dane O'Neill,W J Haggas,19,3,9.4,N,N,N,N,-,158,1m 3f 197y,6,2, Good,74,3,3,5,5.0,N,Flat,Turf,8
Doncaster,20230707,15:30,Jamie Downey Takepayments Novice Stakes (GBB Race) (Class 2),3,80,0,Onemore Twomore,Harry Davies,P J McBride,29,3,8.13,N,N,N,N,-,14,1m 3f 197y,6,2, Good,46,0,0,6,6.0,N,Flat,Turf,4
Sandown,20230707,15:40,Irish Stallion Farms EBF Novice Stakes (GBB Race) (Class 3),2,2,2,Judge Frank,Hollie Doyle,H Main,22,2,9.7,N,N,N,N,-,151,7f,10,3, Good,83,1,3,1,1.0,N,Flat,Turf,67
Sandown,20230707,15:40,Irish Stallion Farms EBF Novice Stakes (GBB Race) (Class 3),8,63,3,Overlooked,L P Keniry,Tom Dascombe,22,2,9.7,N,N,N,N,-,138,7f,10,3, Good,81,1,0,2,2.0,N,Flat,Turf,64
Sandown,20230707,15:40,Irish Stallion Farms EBF Novice Stakes (GBB Race) (Class 3),7,-,-,Arabian Crown,W Buick,C Appleby,-,2,9.7,N,N,N,N,-,46,7f,10,3, Good,0,0,0,3,3.0,N,Flat,Turf,-
Sandown,20230707,15:40,Irish Stallion Farms EBF Novice Stakes (GBB Race) (Class 3),6,-,-,Blue Collar,S M Levey,R Hannon,-,2,9.7,N,N,N,N,-,46,7f,10,3, Good,0,0,0,4,4.0,N,Flat,Turf,-
Sandown,20230707,15:40,Irish Stallion Farms EBF Novice Stakes (GBB Race) (Class 3),1,-,-,Devil's Point,K Shoemark,D Menuisier,-,2,9.7,N,N,N,N,-,46,7f,10,3, Good,0,0,0,5,5.0,N,Flat,Turf,-
Sandown,20230707,15:40,Irish Stallion Farms EBF Novice Stakes (GBB Race) (Class 3),5,-,-,Happy Chandler,Jim Crowley,Owen Burrows,-,2,9.7,N,N,N,N,-,46,7f,10,3, Good,0,0,0,6,6.0,N,Flat,Turf,-
Sandown,20230707,15:40,Irish Stallion Farms EBF Novice Stakes (GBB Race) (Class 3),10,-,-,Maximum Dividend,P J Dobbs,R Hannon,-,2,9.7,N,N,N,N,-,46,7f,10,3, Good,0,0,0,7,7.0,N,Flat,Turf,-
Sandown,20230707,15:40,Irish Stallion Farms EBF Novice Stakes (GBB Race) (Class 3),9,-,-,Standbackandlook,Jefferson Smith,W J Knight,-,2,9.7,N,N,N,N,-,46,7f,10,3, Good,0,0,0,8,8.0,N,Flat,Turf,-
Sandown,20230707,15:40,Irish Stallion Farms EBF Novice Stakes (GBB Race) (Class 3),3,-,-,Starlore,R L Moore,Sir Michael Stoute,-,2,9.7,N,N,N,N,-,46,7f,10,3, Good,0,0,0,9,9.0,N,Flat,Turf,-
Sandown,20230707,15:40,Irish Stallion Farms EBF Novice Stakes (GBB Race) (Class 3),4,-,-,Wild Waves,Rob Hornby,A M Balding,-,2,9.7,N,N,N,N,-,46,7f,10,3, Good,0,0,0,10,10.0,N,Flat,Turf,-
Newton,20230707,15:50,newtonabbotracing.com Handicap Hurdle (Class 3),-,4407-5V,V,For Pleasure,Harry Bannister,A M Hales,17,8,11.1,N,N,Y,N,120,155,2m 167y,8,3, Good,130,0,-2,1,7.0,Y,Jump,Turf,99
Newton,20230707,15:50,newtonabbotracing.com Handicap Hurdle (Class 3),-,28413-V,V,Manor Park,Beau Morgan,B Barr,17,8,11.1,N,N,Y,Y,120,281,2m 167y,8,3, Good,127,3,24,2,1.0,Y,Jump,Turf,107
Newton,20230707,15:50,newtonabbotracing.com Handicap Hurdle (Class 3),-,4F9-625,5,Just The Man,Adam Wedge,J G M O'Shea,30,7,11.0,N,N,N,N,110,185,2m 167y,8,3, Good,128,0,0,3,4.0,Y,Jump,Turf,86
Newton,20230707,15:50,newtonabbotracing.com Handicap Hurdle (Class 3),-,114P-4,4,Throne Hall,Nick Scholfield,A Watson,17,6,11.11,N,N,N,N,121,180,2m 167y,8,3, Good,125,-1,29,4,5.0,Y,Jump,Turf,102
Newton,20230707,15:50,newtonabbotracing.com Handicap Hurdle (Class 3),-,26-4223,3,Coolnaugh Haze,M G Nolan,P Hobbs & J White,16,5,11.1,N,N,N,N,111,229,2m 167y,8,3, Good,127,1,3,5,3.0,Y,Jump,Turf,120
Newton,20230707,15:50,newtonabbotracing.com Handicap Hurdle (Class 3),-,4/P4P-1F,F,Glorious Zoff,Liam Harrison,F O'Brien,27,6,12.0,N,N,Y,N,124,235,2m 167y,8,3, Good,128,1,0,6,2.0,Y,Jump,Turf,97
Newton,20230707,15:50,newtonabbotracing.com Handicap Hurdle (Class 3),-,35167-7,7,Thahab Ifraj,Toby Wynne,Alexandra Dunn,20,10,10.6,N,N,N,N,102,35,2m 167y,8,3, Good,128,0,0,7,8.0,Y,Jump,Turf,110
Newton,20230707,15:50,newtonabbotracing.com Handicap Hurdle (Class 3),-,21213-2,2,Cabrakan,Harry Reed,M F Harris,40,4,10.11,N,N,N,N,111,175,2m 167y,8,3, Good,124,1,-3,8,6.0,Y,Jump,Turf,112
Doncaster,20230707,16:05,Samantha Glendinning Takepayments Handicap (Class 2),1,403-931,1,Ready Freddie Go,Harry Russell,Ollie Pears,27,5,9.11,N,N,Y,N,93,269,5f 3y,9,2, Good,103,2,3,1,2.0,Y,Flat,Turf,93
Doncaster,20230707,16:05,Samantha Glendinning Takepayments Handicap (Class 2),4,12-7162,2,Miss Brazen,S A Gray,M & D Easterby,34,3,8.13,N,N,Y,N,86,190,5f 3y,9,2, Good,104,1,-3,2,4.0,Y,Flat,Turf,94
Doncaster,20230707,16:05,Samantha Glendinning Takepayments Handicap (Class 2),9,0-08280,0,Intrinsic Bond,Non Runner,Miss Tracy Waggott,7,6,9.11,N,Y,Y,N,93,123,5f 3y,9,2, Good,104,0,8,3,8.0,Y,Flat,Turf,-
Doncaster,20230707,16:05,Samantha Glendinning Takepayments Handicap (Class 2),2,407036,6,Nomadic Empire,Jason Watson,D O'Meara,18,5,9.6,N,N,Y,N,88,207,5f 3y,9,2, Good,105,1,-2,4,3.0,Y,Flat,Turf,86
Doncaster,20230707,16:05,Samantha Glendinning Takepayments Handicap (Class 2),5,60-7048,8,Strong Johnson,P J McDonald,P T Midgley,13,7,8.9,N,N,Y,N,77,134,5f 3y,9,2, Good,102,2,-15,5,6.0,Y,Flat,Turf,85
Doncaster,20230707,16:05,Samantha Glendinning Takepayments Handicap (Class 2),6,1227-60,0,Rocket Rodney,Daniel Muscutt,George Scott,14,3,9.9,N,N,Y,N,96,128,5f 3y,9,2, Good,106,0,3,6,7.0,Y,Flat,Turf,66
Doncaster,20230707,16:05,Samantha Glendinning Takepayments Handicap (Class 2),3,4026-50,0,Looking For Lynda,Andrew Breslin,K R Burke,14,3,9.5,N,N,Y,N,92,163,5f 3y,9,2, Good,104,0,2,7,5.0,Y,Flat,Turf,72
Doncaster,20230707,16:05,Samantha Glendinning Takepayments Handicap (Class 2),8,2-53131,1,Hiya Maite,Lewis Edmunds,S R Bowring,17,5,9.5,N,N,Y,N,87,280,5f 3y,9,2, Good,105,1,-6,8,1.0,Y,Flat,Turf,85
Doncaster,20230707,16:05,Samantha Glendinning Takepayments Handicap (Class 2),7,126-39,9,Rogue Lightning,R Havlin,Tom Clover,48,3,9.7,N,N,N,N,94,101,5f 3y,9,2, Good,98,0,-2,9,9.0,Y,Flat,Turf,85
Bellewstown,20230707,16:10,Meath Farm Machinery Claiming Race,3,174122,2,Bringsty,S Foley,J McAuley,23,5,9.13,N,N,N,N,67,250,7f 175y,18,-, Yielding,79,0,3,1,1.0,N,Flat,Turf,67
Bellewstown,20230707,16:10,Meath Farm Machinery Claiming Race,4,40714,4,Zero Fighter,D McMonagle,N Meade,15,3,9.8,Y,N,N,N,67,191,7f 175y,18,-, Yielding,77,0,7,2,2.0,N,Flat,Turf,59
Bellewstown,20230707,16:10,Meath Farm Machinery Claiming Race,1,765747,7,Hurricane Helen,B M Coen,J J Hanlon,33,5,9.9,N,N,Y,N,57,128,7f 175y,18,-, Yielding,76,0,-1,3,6.0,N,Flat,Turf,46
Bellewstown,20230707,16:10,Meath Farm Machinery Claiming Race,11,008745,5,Kratos,Cillian McConnell,J C McConnell,3,5,9.7,N,N,N,N,48,144,7f 175y,18,-, Yielding,70,0,12,4,5.0,N,Flat,Turf,43
Bellewstown,20230707,16:10,Meath Farm Machinery Claiming Race,18,4-51900,0,Harbanaker,R Whearty,L Breen,22,6,9.6,N,N,Y,N,49,111,7f 175y,18,-, Yielding,68,0,8,5,8.0,N,Flat,Turf,22
Bellewstown,20230707,16:10,Meath Farm Machinery Claiming Race,6,7-07809,9,Hale Bopp,R C Colgan,R Donohoe,15,5,10.2,N,N,Y,N,67,99,7f 175y,18,-, Yielding,78,0,11,6,10.0,N,Flat,Turf,69
Bellewstown,20230707,16:10,Meath Farm Machinery Claiming Race,10,940/0-00,0,Ben Milis,Adam Caffrey,M Torrens,175,4,9.5,N,N,N,N,50,52,7f 175y,18,-, Yielding,69,0,3,7,16.0,N,Flat,Turf,-
Bellewstown,20230707,16:10,Meath Farm Machinery Claiming Race,14,984-006,6,Sunday Sovereign,W J Lee,J McAuley,26,6,9.11,N,N,N,N,68,84,7f 175y,18,-, Yielding,77,0,16,8,12.0,N,Flat,Turf,-
Bellewstown,20230707,16:10,Meath Farm Machinery Claiming Race,2,360-254,4,Singe Anglais,C Stone-Walsh,H D McGuigan,19,6,9.8,N,N,N,N,51,128,7f 175y,18,-, Yielding,67,0,5,9,7.0,N,Flat,Turf,52
Bellewstown,20230707,16:10,Meath Farm Machinery Claiming Race,12,930005,5,Yester,D W O'Connor,J C McConnell,14,7,9.6,N,N,N,N,56,105,7f 175y,18,-, Yielding,76,0,5,10,9.0,N,Flat,Turf,31
Bellewstown,20230707,16:10,Meath Farm Machinery Claiming Race,9,6500-00,0,Talking Tough,Reserve 2,S M Duffy,21,6,9.9,N,N,N,N,43,42,7f 175y,18,-, Yielding,72,0,15,11,17.0,N,Flat,Turf,10
Bellewstown,20230707,16:10,Meath Farm Machinery Claiming Race,17,5-02000,0,Tall Story,M P Sheehy,R O'Sullivan,21,5,9.11,N,N,N,N,55,71,7f 175y,18,-, Yielding,71,0,9,12,13.0,N,Flat,Turf,42
Bellewstown,20230707,16:10,Meath Farm Machinery Claiming Race,8,000000,0,Leclerc,Reserve 3,A McGuinness,19,5,9.5,N,N,N,N,43,71,7f 175y,18,-, Yielding,74,0,9,13,14.0,N,Flat,Turf,34
Bellewstown,20230707,16:10,Meath Farm Machinery Claiming Race,13,956-600,0,Tack,D P McDonogh,E D Delany,1,4,9.9,N,N,N,N,60,34,7f 175y,18,-, Yielding,72,0,1,14,18.0,N,Flat,Turf,-
Bellewstown,20230707,16:10,Meath Farm Machinery Claiming Race,5,32-6,6,Texas Sun,G F Carroll,G M Lyons,76,4,10.2,N,N,N,N,70,148,7f 175y,18,-, Yielding,72,0,5,15,4.0,N,Flat,Turf,61
Bellewstown,20230707,16:10,Meath Farm Machinery Claiming Race,15,049,9,Irresistible You,Reserve 1,M C Grassick,36,3,8.11,N,N,N,N,46,64,7f 175y,18,-, Yielding,66,0,-5,16,15.0,N,Flat,Turf,-
Bellewstown,20230707,16:10,Meath Farm Machinery Claiming Race,16,234310-,-,Coviglia,J A Heffernan,H D McGuigan,264,9,9.9,N,N,Y,N,69,169,7f 175y,18,-, Yielding,76,0,-4,17,3.0,N,Flat,Turf,70
Bellewstown,20230707,16:10,Meath Farm Machinery Claiming Race,7,7550-05,5,Stone Crafter,J A Powell,Ian Donoghue,1,3,9.1,N,N,N,N,59,90,7f 175y,18,-, Yielding,54,0,0,18,11.0,N,Flat,Turf,-
